Papel,Cota��o,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. L�q.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. L�q,D�v.Brut/ Patrim.,Cresc. Rec.5a
FRAS3,1919,1529,255,1501,"3,18%",1157,316,1002,1285,975,771,"14,97%","10,16%",239,"19,45%","16,65%","9.840.750,00","2.035.240.000,00",061,"25,71%"
TMGC13,96614,1531,196,1406,"0,00%",1353,818,2156,1445,2023,2023,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
BEMA3,1080,1532,122,1293,"0,00%",808,318,1434,1145,1443,811,"9,01%","8,44%",266,"6,96%","7,95%",000,"457.342.000,00",019,"10,58%"
USIM5,658,1537,035,0316,"4,30%",209,067,-9894,207,-10936,850,"-0,32%","2,86%",359,"-0,27%","2,26%","112.061.000,00","23.691.700.000,00",027,"14,81%"
SMFT3,2330,1552,256,2823,"2,31%",853,947,1304,-197,1493,673,"21,64%","18,34%",164,"8,17%","16,48%","64.543.200,00","5.339.620.000,00",090,"26,74%"
ILMD3,2900,1573,263,0683,"0,00%",1395,570,1413,753,1313,1313,"4,84%","4,92%",160,"12,52%","16,69%",000,"658.715.000,00",002,"0,65%"
CRTP5,6210,1598,171,1748,"0,00%",1127,398,1409,588,1248,1248,"12,40%","10,94%",214,"12,36%","10,68%",000,"1.210.570.000,00",012,"10,11%"
AFLT3,715,1604,187,8449,"8,15%",1457,1635,1388,3490,1313,1305,"60,87%","52,68%",152,"11,52%","11,65%","2.569,20","241.397.000,00",000,"14,25%"
TUPY4,4821,1607,189,0632,"0,00%",594,189,723,-1127,969,701,"8,74%","3,92%",199,"12,21%","11,76%",000,"3.679.860.000,00",130,"29,43%"
SBSP3,9680,1628,208,2448,"1,49%",1023,2542,854,-286,1068,768,"28,68%","15,04%",136,"13,13%","12,79%","633.372.000,00","31.797.100.000,00",068,"10,46%"
ILMD4,3000,1628,272,0707,"0,00%",1443,589,1462,779,1362,1362,"4,84%","4,92%",160,"12,52%","16,69%",000,"658.715.000,00",002,"0,65%"
DURA4,3139,1635,222,2182,"0,00%",1224,1724,1012,-1049,1147,1147,"21,56%","13,39%",127,"14,38%","13,59%",000,"1.789.980.000,00",052,"10,94%"
GEPA3,2600,1645,000,3561,"16,13%",0,000,1459,0,1459,944,"24,41%","21,65%",0,"0,00%","0,00%","2.078,40",000,000,"-12,56%"
ESTC11,2350,1654,077,0456,"0,00%",258,275,306,-60,883,434,"14,91%","2,80%",168,"9,27%","4,66%",000,"3.142.670.000,00",166,"9,76%"
STBP3,1312,1659,493,4448,"5,73%",2353,-28346,1093,-636,1115,911,"40,68%","26,82%",95,"23,72%","29,75%","75.503.100,00","2.297.950.000,00",023,"28,55%"
DURA3,3190,1662,226,2218,"0,00%",1244,1752,1029,-1066,1164,1164,"21,56%","13,39%",127,"14,38%","13,59%",000,"1.789.980.000,00",052,"10,94%"
DPPI3,8500,1665,499,-1453,"0,00%",3753,870,19072,975,17718,17718,"-0,76%","-5,04%",314,"3,00%","29,97%",000,"545.227.000,00",006,"15,14%"
GEPA4,2639,1670,000,3615,"15,89%",0,000,1481,0,1481,958,"24,41%","21,65%",0,"0,00%","0,00%","13.877,20",000,000,"-12,56%"
ARML3,960,1687,258,2140,"3,73%",679,385,639,-183,961,715,"33,52%","12,69%",193,"15,98%","15,30%","7.178.070,00","1.288.620.000,00",222,"50,33%"
B3SA3,1274,1689,370,6943,"3,33%",1521,1020,1276,-671,1233,1056,"54,41%","41,11%",170,"17,83%","21,88%","413.440.000,00","19.117.100.000,00",067,"6,24%"
VIVT3,5317,1693,127,1631,"5,10%",708,13121,1104,-283,1249,459,"14,77%","9,67%",103,"7,45%","7,51%","112.892.000,00","69.086.200.000,00",027,"5,87%"
KLBN4,440,1696,289,1488,"5,32%",473,216,770,-103,1425,700,"19,32%","7,60%",285,"8,43%","17,03%","5.564.200,00","9.414.280.000,00",383,"15,20%"
SOND3,4601,1700,215,0670,"9,97%",1122,388,452,695,347,296,"14,84%","3,97%",182,"34,46%","12,68%",000,"52.489.000,00",000,"32,01%"
KLBN11,2214,1706,291,1497,"5,29%",476,218,775,-103,1430,703,"19,32%","7,60%",285,"8,43%","17,03%","88.396.100,00","9.414.280.000,00",383,"15,20%"
CPLE5,1326,1706,160,1841,"3,62%",699,705,1074,-246,1326,962,"17,14%","11,13%",157,"7,82%","9,36%","3.179,44","24.758.300.000,00",067,"5,05%"
TFCO4,1230,1706,438,2653,"1,63%",2781,569,1299,812,1331,1224,"20,43%","15,55%",323,"26,57%","25,69%","2.200.870,00","448.046.000,00",026,"27,88%"
TIMP3,1346,1713,143,1903,"0,00%",818,1537,979,-378,972,377,"19,44%","11,11%",134,"9,67%","8,33%",000,"22.847.800.000,00",014,"2,29%"
KLBN3,446,1719,293,1508,"5,25%",479,219,780,-104,1435,705,"19,32%","7,60%",285,"8,43%","17,03%","1.348.500,00","9.414.280.000,00",383,"15,20%"
IGTA3,3313,1722,154,5580,"0,00%",937,826,1074,-648,1246,963,"51,96%","32,72%",185,"10,95%","8,94%",000,"3.754.160.000,00",058,"11,34%"
BMTO4,757,1727,207,0000,"0,00%",2030,000,"-2.625,16",0,"-2.624,05","-1.477,48","0,00%","0,00%",0,"0,00%","12,00%",000,"1.046.320.000,00",000,"0,00%"
NINJ3,470,1741,082,3836,"0,00%",776,085,-1404,85,260,354,"-27,32%","22,03%",1736,"-97,13%","4,74%","76.234,30","289.829.000,00",000,"1,18%"
PNVL3,1058,1742,136,0338,"3,29%",506,229,1095,-1816,1678,698,"3,08%","1,94%",158,"6,27%","7,80%","3.469.420,00","1.171.580.000,00",095,"14,17%"
BFIT4,093,1755,196,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","11,15%",000,"1.849.420.000,00",000,"35,67%"
GGPS3,1748,1764,360,0978,"1,82%",868,299,1183,-366,1419,1085,"8,27%","5,60%",226,"9,37%","20,40%","43.714.900,00","3.278.480.000,00",145,"23,62%"
EMBR3,4603,1783,214,1204,"0,00%",564,315,1468,-316,1814,1192,"8,20%","7,04%",150,"4,87%","12,01%","291.948.000,00","15.915.600.000,00",093,"20,31%"
BMTO3,782,1784,214,0000,"0,00%",2097,000,"-2.711,85",0,"-2.710,74","-1.526,30","0,00%","0,00%",0,"0,00%","12,00%",000,"1.046.320.000,00",000,"0,00%"
BPAC3,1698,1785,368,0000,"1,54%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","20,63%","83.963,00","53.075.600.000,00",000,"15,99%"
BPAN4,1045,1793,162,0000,"2,06%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,05%","14.237.600,00","8.179.170.000,00",000,"10,89%"
DESK3,1608,1794,142,1743,"0,26%",578,"-1.965,87",544,-137,791,509,"32,05%","11,11%",100,"11,99%","7,93%","5.400.410,00","1.305.020.000,00",087,"40,09%"
UCOP4,650,1801,130,19050,"0,00%",844,514,2270,-861,2417,4156,"83,92%","110,51%",1337,"3,91%","7,23%",000,"972.713.000,00",016,"9,25%"
IGTI3,290,1811,147,5221,"1,94%",723,350,971,-385,1250,973,"53,75%","28,99%",284,"10,19%","8,10%","119.007,00","4.159.620.000,00",096,"15,74%"
TASA4,1123,1812,120,0829,"2,70%",621,378,943,873,1170,926,"8,79%","4,58%",142,"7,76%","6,65%","3.220.820,00","1.181.170.000,00",050,"6,32%"
TASA3,1128,1820,121,0833,"2,69%",624,379,947,877,1174,929,"8,79%","4,58%",142,"7,76%","6,65%","178.168,00","1.181.170.000,00",050,"6,32%"
BSLI4,943,1827,148,0000,"1,76%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","8,09%","5.421,58","2.538.240.000,00",000,"4,22%"
VTRU3,1017,1847,060,0675,"0,00%",233,1110,195,-47,468,358,"34,57%","3,65%",122,"13,03%","3,26%","899.060,00","2.262.390.000,00",101,"27,71%"
ODER4,10000,1849,215,1567,"1,72%",1141,239,1334,420,1363,1146,"11,75%","8,48%",281,"11,36%","11,64%",000,"524.648.000,00",039,"11,39%"
BFIT3,098,1849,206,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","11,15%",000,"1.849.420.000,00",000,"35,67%"
LUXM4,1400,1851,228,2182,"1,59%",1654,-11761,1407,-1130,1371,821,"15,51%","11,78%",90,"12,68%","12,32%",37544,"127.589.000,00",001,"4,89%"
WHRL3,428,1858,257,0533,"7,95%",672,1221,757,-2314,618,504,"7,04%","2,89%",108,"25,94%","13,84%","5.510,91","2.502.520.000,00",046,"8,42%"
TMCP3,5600,1858,138,1525,"0,00%",937,385,2425,474,1968,1968,"6,29%","9,75%",230,"5,54%","7,44%",000,"1.798.930.000,00",003,"10,49%"
BAUH4,7889,1884,362,1781,"1,04%",2380,1853,2400,2271,2204,1648,"7,42%","9,45%",140,"17,24%","19,21%","4.012,73","113.812.000,00",001,"6,35%"
SMLE3,9282,1888,2191,6635,"0,00%",6477,-12400,1650,-4231,1632,1320,"40,22%","35,14%",91,"46,17%","116,04%",000,"524.731.000,00",000,"36,83%"
EQTL3,3531,1891,184,0983,"1,25%",393,427,432,-82,804,663,"22,76%","7,60%",153,"10,76%","9,71%","271.586.000,00","22.466.600.000,00",212,"24,67%"
TIMS3,1814,1895,000,2383,"5,59%",0,000,1091,0,1091,583,"21,85%","12,58%",0,"0,00%","0,00%","116.261.000,00",000,000,"4,07%"
LJQQ3,444,1904,153,0346,"3,65%",231,075,1298,-150,989,341,"2,67%","1,82%",179,"2,58%","8,03%","13.683.400,00","566.240.000,00",105,"9,48%"
ALOS3,2386,1916,093,4751,"4,96%",471,546,1018,-162,738,494,"46,67%","29,02%",206,"5,33%","4,83%","85.631.700,00","14.003.200.000,00",000,"34,09%"
JBSS3,3483,1924,167,0205,"5,74%",352,243,553,-90,1141,638,"3,70%","1,25%",162,"8,31%","8,69%","242.149.000,00","46.216.700.000,00",224,"12,11%"
TMCP4,5820,1931,144,1585,"0,00%",973,400,2521,492,2063,2063,"6,29%","9,75%",230,"5,54%","7,44%",000,"1.798.930.000,00",003,"10,49%"
CCRO3,1360,1943,209,1332,"3,11%",496,778,490,-88,933,723,"27,20%","7,72%",152,"11,62%","10,75%","78.340.600,00","13.158.100.000,00",237,"18,53%"
SRNA3,881,1953,103,1666,"0,00%",284,-611,578,-47,1676,1027,"28,81%","8,52%",72,"5,35%","5,29%","16.019.400,00","5.313.580.000,00",221,"60,03%"
PTNT3,899,1955,111,0578,"2,36%",510,166,1240,776,1549,812,"4,66%","5,89%",250,"5,58%","5,70%","8.154,87","387.672.000,00",066,"9,50%"
WHRL4,455,1975,273,0567,"8,23%",714,1298,805,-2460,666,543,"7,04%","2,89%",108,"25,94%","13,84%","35.791,30","2.502.520.000,00",046,"8,42%"
ASAI3,973,1978,273,0187,"0,00%",298,-426,263,-56,515,391,"7,10%","0,94%",84,"17,52%","13,78%","150.564.000,00","4.827.000.000,00",367,"33,75%"
AUTM3,1970,2000,190,0709,"0,00%",547,408,678,-242,822,899,"10,47%","4,31%",148,"11,93%","9,50%",000,"1.304.250.000,00",097,"28,21%"
AEDU11,3735,2013,113,1405,"0,00%",732,577,1393,-731,1614,1082,"10,08%","6,98%",204,"5,77%","5,60%",000,"2.415.400.000,00",030,"20,90%"
JPSA3,2902,2027,193,4667,"0,29%",468,234,1296,-168,2035,1283,"36,02%","46,31%",531,"4,56%","9,51%","7.666.510,00","1.762.140.000,00",194,"1,01%"
SOND6,5500,2032,258,0801,"9,17%",1341,464,540,830,436,371,"14,84%","3,97%",182,"34,46%","12,68%",000,"52.489.000,00",000,"32,01%"
ONCO3,610,2042,104,0674,"0,00%",326,161,526,-134,964,708,"12,81%","4,71%",197,"8,47%","5,07%","30.091.400,00","3.811.760.000,00",146,"36,31%"
PGMN3,339,2052,075,0168,"8,13%",230,143,413,-113,698,337,"4,06%","0,84%",149,"7,13%","3,64%","2.587.130,00","2.637.550.000,00",056,"16,74%"
IGTI11,2335,2083,169,6005,"1,69%",832,403,1117,-443,1396,1086,"53,75%","28,99%",284,"10,19%","8,10%","56.109.500,00","4.159.620.000,00",096,"15,74%"
LAME4,655,2099,189,0476,"0,00%",282,119,732,-432,1124,546,"6,51%","2,51%",172,"6,53%","9,02%",000,"6.514.640.000,00",254,"9,72%"
BSLI3,1088,2108,171,0000,"1,38%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","8,09%","3.704,13","2.538.240.000,00",000,"4,22%"
LAME3,662,2122,191,0481,"0,00%",285,120,740,-437,1132,549,"6,51%","2,51%",172,"6,53%","9,02%",000,"6.514.640.000,00",254,"9,72%"
FESA3,1375,2138,149,2287,"3,42%",1163,418,2249,681,2040,1019,"10,17%","10,71%",355,"6,55%","6,95%","3.640,96","3.270.490.000,00",009,"13,61%"
PORT3,1730,2148,300,2932,"6,05%",1217,-19090,1060,-279,1409,1002,"27,67%","13,80%",96,"12,42%","13,94%","6.508.590,00","2.543.580.000,00",110,"-1,85%"
ELET3,4188,2174,085,2698,"0,96%",353,307,1231,-92,1811,1222,"21,92%","12,41%",235,"3,20%","3,90%","292.386.000,00","114.094.000.000,00",063,"4,30%"
YDUQ3,1031,2177,101,0601,"2,65%",339,363,403,-78,980,481,"14,91%","2,80%",168,"9,27%","4,66%","42.661.200,00","3.142.670.000,00",166,"9,76%"
SOND5,6000,2217,281,0874,"8,41%",1463,506,589,906,485,413,"14,84%","3,97%",182,"34,46%","12,68%",000,"52.489.000,00",000,"32,01%"
CRTP3,8650,2226,238,2435,"0,00%",1570,555,1963,819,1802,1802,"12,40%","10,94%",214,"12,36%","10,68%",000,"1.210.570.000,00",012,"10,11%"
MERC3,1528,2232,109,0000,"3,15%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","4,89%",000,"251.965.000,00",000,"-6,49%"
PATI3,3470,2236,096,0443,"0,13%",510,117,1066,183,1068,908,"4,15%","1,98%",241,"8,26%","4,27%","15.999,10","869.508.000,00",045,"11,20%"
BSCT6,258,2249,204,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,05%",000,"212.960.000,00",000,"1,92%"
PATI4,3500,2256,096,0446,"6,02%",514,118,1075,185,1077,916,"4,15%","1,98%",241,"8,26%","4,27%",44447,"869.508.000,00",045,"11,20%"
RSIP3,044,2270,132,0875,"0,00%",433,-1098,953,-146,1848,3321,"9,17%","3,85%",90,"5,00%","5,80%",000,"66.914.000,00",140,"15,13%"
RSIP4,044,2270,132,0875,"0,00%",433,-1098,953,-146,1848,3321,"9,17%","3,85%",90,"5,00%","5,80%",000,"66.914.000,00",140,"15,13%"
BRFS3,2519,2282,269,0750,"0,00%",686,469,990,-267,1232,689,"7,57%","3,86%",145,"11,93%","11,79%","155.320.000,00","15.753.800.000,00",142,"11,97%"
OFSA3,2269,2285,178,1302,"2,70%",937,216,1027,555,1083,826,"12,69%","5,70%",308,"13,88%","7,77%","98.406,30","689.465.000,00",060,"10,01%"
USIM6,990,2312,052,0476,"2,86%",314,101,-14886,311,-15928,1237,"-0,32%","2,86%",359,"-0,27%","2,26%",15064,"23.691.700.000,00",027,"14,81%"
TVIT3,1930,2346,545,1705,"0,00%",2424,17542,1602,-1272,1714,1714,"10,64%","7,27%",104,"17,58%","23,24%",000,"314.984.000,00",056,"0,00%"
TMGC3,"1.500,00",2377,305,2182,"0,00%",2101,1270,3347,2243,3214,3214,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
RDOR3,3357,2382,323,1589,"1,96%",806,247,1099,-324,1135,937,"14,46%","6,85%",303,"11,64%","13,56%","162.575.000,00","23.802.400.000,00",152,"39,08%"
POWE3,1090,2392,099,0618,"0,00%",378,657,1761,-301,1063,1001,"3,51%","2,59%",113,"3,54%","4,13%",000,"988.330.000,00",004,"0,00%"
TSEP4,2901,2397,130,1282,"0,00%",906,380,1482,443,1229,1229,"8,65%","5,35%",188,"9,10%","5,43%",000,"2.047.020.000,00",000,"4,50%"
MYPK3,1170,2401,044,0123,"1,84%",118,064,211,-55,691,446,"5,85%","1,21%",159,"7,94%","1,82%","12.867.300,00","4.116.400.000,00",154,"15,79%"
ELET6,4648,2413,094,2994,"3,92%",392,341,1366,-102,1947,1313,"21,92%","12,41%",235,"3,20%","3,90%","55.649.700,00","114.094.000.000,00",063,"4,30%"
ELEK3,1911,2446,266,0619,"0,34%",1067,375,5211,-11034,6577,2615,"1,19%","2,53%",194,"2,52%","10,87%",000,"226.327.000,00",099,"5,69%"
MAGS3,6245,2449,313,2217,"0,00%",2120,490,1502,665,1419,1419,"14,76%","8,91%",306,"18,74%","12,78%",000,"848.546.000,00",013,"10,05%"
ELCA4,2020,2454,989,2506,"0,00%",1444,2589,969,-287,1211,1019,"25,87%","14,18%",125,"17,79%","40,32%",000,"4.309.280.000,00",327,"11,13%"
TOTS3,3146,2468,414,3973,"1,40%",2231,1084,1144,-3016,1112,944,"34,74%","16,59%",240,"26,94%","16,79%","77.968.600,00","4.687.570.000,00",036,"19,57%"
AZZA3,5247,2473,353,2116,"1,66%",1805,1263,2068,-15155,2192,1505,"10,23%","8,48%",143,"11,16%","14,27%","75.887.700,00","3.069.790.000,00",039,"39,34%"
CRUZ3,2759,2531,2246,6614,"0,00%",7185,6203,2074,12493,2075,1927,"31,89%","26,13%",119,"46,80%","88,76%",000,"1.877.350.000,00",063,"3,04%"
TNLP4,2036,2596,071,0344,"0,00%",125,129,340,-33,907,907,"10,12%","-0,07%",148,"4,58%","2,72%",000,"13.736.000.000,00",202,"15,39%"
HGTX4,960,2611,092,1070,"0,00%",635,192,2710,254,2800,1115,"3,95%","4,10%",247,"3,00%","3,51%",000,"1.704.940.000,00",012,"-4,62%"
AMBV4,8680,2659,874,8027,"0,00%",5253,14402,2054,-3772,2036,1835,"39,08%","30,76%",118,"32,43%","32,88%",000,"31.105.700.000,00",010,"21,73%"
AMBV3,8700,2665,876,8045,"0,00%",5266,14435,2059,-3780,2041,1839,"39,08%","30,76%",118,"32,43%","32,88%",000,"31.105.700.000,00",010,"21,73%"
RPSA4,490,2733,155,5697,"0,00%",805,509,10753,-450,13755,13755,"5,30%","20,85%",209,"0,85%","5,69%",000,"1.167.980.000,00",061,"-14,23%"
ELMD3,1891,2771,298,2503,"0,46%",1143,1076,993,-412,1188,801,"25,21%","11,72%",171,"14,48%","10,74%","1.568.120,00","889.396.000,00",096,"55,82%"
SEBB11,2327,2801,644,2214,"0,00%",5279,2465,2396,2894,2373,2373,"9,24%","7,40%",244,"24,15%","23,01%",000,"145.783.000,00",001,"50,04%"
LIPR3,4750,2808,247,0000,"0,82%",2419,791,-8375,837,-7367,-7367,"0,00%","0,00%",7892,"-4,07%","8,80%",96207,"226.258.000,00",000,"0,00%"
RENT3,4230,2953,179,1375,"3,69%",559,1738,871,-123,1498,718,"15,79%","4,65%",116,"8,19%","6,06%","510.471.000,00","25.330.500.000,00",174,"38,40%"
ELCA3,2470,3000,1210,3065,"0,00%",1766,3166,1185,-350,1427,1201,"25,87%","14,18%",125,"17,79%","40,32%",000,"4.309.280.000,00",327,"11,13%"
BSCT5,350,3051,276,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","9,05%",000,"212.960.000,00",000,"1,92%"
ORVR3,4590,3054,510,4670,"0,00%",1549,1491,2058,-372,2582,1499,"22,68%","16,87%",169,"8,86%","16,69%","18.156.000,00","747.021.000,00",170,"30,91%"
PNVL4,1862,3066,239,0594,"0,00%",890,403,1927,-3196,2510,1044,"3,08%","1,94%",158,"6,27%","7,80%",000,"1.171.580.000,00",095,"14,17%"
CEGR3,6678,3169,1285,3292,"2,26%",3720,-10699,1772,-855,1834,1587,"18,58%","10,39%",89,"26,51%","40,55%",44520,"1.349.110.000,00",086,"10,98%"
MOSI3,824,3229,156,4761,"0,00%",1453,189,8969,190,4298,2491,"5,31%","14,75%",1330,"8,12%","4,82%",000,"670.337.000,00",000,"0,00%"
BRGE6,1292,3246,072,267653,"4,36%",318,083,-136,162,092,094,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
CREM3,1450,3269,245,0685,"0,00%",670,489,852,-541,1204,707,"8,05%","2,10%",129,"11,36%","7,50%",000,"189.701.000,00",158,"-0,27%"
BRGE7,1307,3283,073,270760,"2,51%",322,084,-138,163,090,092,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
TSEP3,4000,3305,179,1768,"0,00%",1250,524,2044,611,1791,1791,"8,65%","5,35%",188,"9,10%","5,43%",000,"2.047.020.000,00",000,"4,50%"
BRGE8,1317,3308,073,272832,"1,78%",324,085,-139,165,089,091,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
BRGE11,1318,3311,073,273039,"2,14%",325,085,-139,165,089,091,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
BRGE5,1318,3311,073,273039,"0,00%",325,085,-139,165,089,091,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
ELEK4,2600,3327,362,0842,"0,25%",1452,510,7089,-15012,8456,3361,"1,19%","2,53%",194,"2,52%","10,87%",000,"226.327.000,00",099,"5,69%"
BRGE12,1347,3384,075,279047,"0,00%",332,087,-142,168,086,088,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
BRGE3,1350,3391,075,279668,"0,00%",333,087,-142,169,086,087,"-19.636,90%","1.381,29%",306,"-50,03%","2,21%",000,"1.324.180.000,00",000,"-45,61%"
CTIP3,4950,3513,876,8248,"0,00%",3774,-7128,2115,-1432,2142,1826,"38,99%","23,48%",85,"24,63%","24,94%",000,"1.486.250.000,00",067,"13,43%"
TNLP3,2775,3539,096,0468,"0,00%",170,176,463,-45,1031,1031,"10,12%","-0,07%",148,"4,58%","2,72%",000,"13.736.000.000,00",202,"15,39%"
ENEV3,1372,3560,145,2401,"0,00%",488,3206,854,-93,1554,976,"28,12%","10,43%",116,"6,08%","4,08%","87.171.900,00","14.970.700.000,00",130,"32,74%"
RAIZ4,327,3627,151,0148,"5,49%",245,744,527,-64,1245,508,"2,80%","0,44%",108,"6,04%","4,15%","48.872.500,00","22.473.400.000,00",244,"25,66%"
VIGR3,2500,3657,255,0763,"0,00%",899,1145,1239,-502,1520,2295,"6,16%","2,28%",126,"9,06%","6,98%",000,"1.593.560.000,00",084,"54,72%"
PARD3,2025,3676,530,2565,"5,22%",2095,-5406,1752,-862,1812,1199,"14,64%","7,00%",90,"15,26%","14,42%",000,"1.019.310.000,00",053,"15,97%"
CRIV4,674,3777,066,0000,"3,60%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","1,74%",000,"1.058.750.000,00",000,"-0,10%"
ALSC3,2775,3857,220,10717,"0,95%",1202,941,1933,-422,1749,1408,"55,45%","29,30%",539,"7,03%","5,69%",000,"2.593.960.000,00",000,"2,34%"
WEGE3,5381,3877,1170,6654,"1,37%",6033,2091,2968,2979,2928,2687,"22,42%","17,74%",176,"28,22%","30,19%","351.353.000,00","19.299.600.000,00",022,"23,15%"
CRIV3,698,3911,068,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","1,74%",000,"1.058.750.000,00",000,"-0,10%"
PEAB3,4550,3993,097,14037,"1,57%",688,369,-10473,-864,-9216,-30800,"-13,40%","35,16%",763,"-0,80%","2,44%","6.306,47","882.806.000,00",013,"-25,22%"
RHDS3,011,3998,324,0548,"0,00%",790,-6529,749,-270,1070,806,"7,31%","1,17%",97,"11,80%","8,12%",000,"272.045.000,00",149,"4,38%"
RAIA3,3050,4122,298,0897,"0,00%",1777,431,1818,506,1673,1673,"4,93%","2,18%",220,"17,80%","7,22%",000,"635.785.000,00",012,"0,00%"
IMCH3,639,4183,059,0336,"0,00%",289,-949,1228,-78,2116,662,"2,73%","0,80%",82,"2,55%","1,40%",000,"920.589.000,00",051,"21,04%"
PEAB4,4850,4256,104,14962,"1,71%",733,394,-11163,-921,-9906,-33108,"-13,40%","35,16%",763,"-0,80%","2,44%","4.305,73","882.806.000,00",013,"-25,22%"
PTQS4,18946,4343,219,4717,"0,00%",1577,989,"-7.214,41",-3573,"-7.466,35","-7.466,35","-0,07%","11,37%",332,"-0,02%","5,04%",000,"1.714.950.000,00",024,"56,13%"
UOLL4,1962,4352,235,2054,"0,00%",1403,45714,1514,-1283,1649,1649,"13,56%","4,69%",101,"10,57%","5,40%",000,"1.003.690.000,00",023,"21,99%"
GUAR3,892,4496,087,0487,"1,35%",333,142,816,3718,982,446,"5,97%","1,08%",160,"5,19%","1,94%","11.175.900,00","5.108.980.000,00",052,"8,65%"
RADL3,2786,4607,775,1315,"1,04%",2312,1182,2220,-1866,2362,1307,"5,92%","2,94%",151,"13,96%","16,82%","177.773.000,00","6.176.560.000,00",055,"18,28%"
LAND3,1319,4645,176,16706,"0,66%",1357,-2733,2991,-689,3150,2898,"55,85%","35,96%",40,"4,64%","3,79%","854.647,00","720.149.000,00",012,"-16,80%"
ELET5,9500,4932,192,6119,"0,00%",801,697,2792,-209,3373,2275,"21,92%","12,41%",235,"3,20%","3,90%",63682,"114.094.000.000,00",063,"4,30%"
PLTO6,1047,5081,"692.616,00",0690,"0,00%",901,290,5505,-155,5635,5635,"1,25%","1,36%",387,"1,74%","1.363.200,00%",000,"1.000,00","21.227,00","8,78%"
SULA11,2225,5223,113,0432,"0,27%",314,085,-1307,-460,662,851,"-3,30%","0,83%",229,"-5,62%","2,17%",000,"8.363.840.000,00",037,"1,66%"
SULA3,743,5232,113,0433,"0,27%",314,085,-1309,-461,659,848,"-3,30%","0,83%",229,"-5,62%","2,17%",000,"8.363.840.000,00",037,"1,66%"
PLTO5,1094,5309,"723.708,00",0721,"0,00%",942,303,5752,-162,5882,5882,"1,25%","1,36%",387,"1,74%","1.363.200,00%",000,"1.000,00","21.227,00","8,78%"
FFTL3,2500,5322,226,3410,"0,00%",1508,2371,2090,-1554,2055,2055,"16,32%","8,16%",137,"8,91%","4,24%",000,"6.274.030.000,00",007,"7,79%"
FFTL4,2506,5334,226,3418,"0,00%",1512,2377,2095,-1558,2060,2060,"16,32%","8,16%",137,"8,91%","4,24%",000,"6.274.030.000,00",007,"7,79%"
SULA4,763,5373,117,0444,"0,26%",323,088,-1345,-473,624,802,"-3,30%","0,83%",229,"-5,62%","2,17%",000,"8.363.840.000,00",037,"1,66%"
BSEV3,900,5631,-1076,0889,"0,00%",776,-159,440,-102,759,370,"20,19%","1,58%",39,"20,66%","-19,12%",000,"-853.187.000,00",-895,"7,12%"
GVTT3,5770,5738,368,4312,"0,00%",2268,2182,2592,-1843,2665,2665,"16,64%","7,52%",166,"10,32%","6,42%",000,"2.150.790.000,00",024,"31,47%"
CSAB3,3050,5843,111,312320,"0,00%",566,000,1886,0,000,000,"1.656,27%","534,53%",0,"0,00%","1,89%",000,"211.654.000,00",000,"-17,83%"
AEDU3,1835,5934,332,4141,"0,00%",2159,1700,4106,-2155,4327,2901,"10,08%","6,98%",204,"5,77%","5,60%",000,"2.415.400.000,00",030,"20,90%"
SUBA3,8400,6195,839,8067,"0,00%",6778,803,11578,809,10617,10617,"6,97%","13,02%",555,"19,11%","13,54%",000,"530.396.000,00",000,"0,00%"
JALL3,681,6217,100,1108,"0,99%",286,115,713,-82,1778,396,"15,54%","1,78%",317,"5,05%","1,60%","4.321.280,00","2.072.380.000,00",213,"13,86%"
